store_id,store_name,address,status,place_id_returned,elapsed_s,note
4126c9e0-c66e-470c-b309-32d4eb3eb80e,다이닝야경 구월점,"인천 남동구 인하로489번길 28  (구월동, 로데오프라자)(3층)",place_not_found,,44.6,네이버 플레이스에서 점포를 찾지 못했습니다. 상호·주소를 확인하거나 place_id로 직접 입력하세요.
99bee222-14c1-449f-b8ed-d421d8843ded,초밥광 시흥은계호수점,경기 시흥시 은행동 605,collected,1289299913,39.5,
55b39f1d-1c3f-4818-aacf-f25b2d5d7f34,수라옥순대국,인천 서구 청라동 169-2 1층,place_not_found,,44.2,네이버 플레이스에서 점포를 찾지 못했습니다. 상호·주소를 확인하거나 place_id로 직접 입력하세요.
eda60d1a-ec58-421b-bc6e-176e9f4509f3,명태간장조림,"경기 안산시 단원구 신길로1길 92  (신길동)101호,102호",place_not_found,,44.8,네이버 플레이스에서 점포를 찾지 못했습니다. 상호·주소를 확인하거나 place_id로 직접 입력하세요.
c1500b2b-4c78-4b29-b8b5-920d2c6a22cd,천지양꼬치,경기 부천시 원미구 중동 1142-3,collected,38339067,40.1,
c1e1694e-1cb6-45aa-8111-4b42c2b5aada,단골,인천 부평구 부평동 159-17 1층,place_not_found,,44.6,네이버 플레이스에서 점포를 찾지 못했습니다. 상호·주소를 확인하거나 place_id로 직접 입력하세요.
12841a07-b910-41af-af35-dea664ef49c4,안용준서울추어탕,경기 시흥시 정왕동 2654-2 1층,place_not_found,,45.2,네이버 플레이스에서 점포를 찾지 못했습니다. 상호·주소를 확인하거나 place_id로 직접 입력하세요.
2abb0860-3683-4114-a77b-56eb32e2db31,명량칼국수,인천 강화군 삼산면 석포리 546-1,collected,1875915828,43.8,
93e84cd1-880e-465e-a288-aa5d94e19c15,문화밥상종인술상,인천 남동구 구월동 1271-26 1층,place_not_found,,45.4,네이버 플레이스에서 점포를 찾지 못했습니다. 상호·주소를 확인하거나 place_id로 직접 입력하세요.
0579899b-0b21-47a3-b35e-85b197d046ad,헬키푸키 부평시장역점,인천 부평구 부평동 374-1 (1층 115호),place_not_found,,48.4,네이버 플레이스에서 점포를 찾지 못했습니다. 상호·주소를 확인하거나 place_id로 직접 입력하세요.
4c7be554-e236-468d-aa1a-9947273d90d8,종가집민물새우수제비매운탕,경기 안산시 단원구 성곡동 838-8,collected,31833449,53.1,
b316844e-0db9-437d-8fdc-0ef237e5fda2,감성쪽갈비 연수점,인천 연수구 연수동 606-11 1층,place_not_found,,45.8,네이버 플레이스에서 점포를 찾지 못했습니다. 상호·주소를 확인하거나 place_id로 직접 입력하세요.
dc023afe-2c20-4125-8b9f-aa6a2c3c7fd9,마포숯불갈비,인천 부평구 십정동 519-4,collected,16615009,37.9,
6fb59b5d-4689-456a-8c29-56f97bf038b6,차이나양꼬치,인천 부평구 부평동 549-17 (2층),place_not_found,,46.1,네이버 플레이스에서 점포를 찾지 못했습니다. 상호·주소를 확인하거나 place_id로 직접 입력하세요.
e7f09f0f-8eac-4775-a156-299d5cb6bea2,화난문어씨&하루한캔 부개점,인천 부평구 부개동 493-12,collected,2089447598,40.6,
4e1bc30e-6fdd-46b4-bdcd-d02098d3cc07,맛조은곱창,인천 미추홀구 도화동 434-1,collected,12070745,38.6,
3d24aa16-97e1-4a60-9b16-0e96b4d3d47d,그리고카페,인천 옹진군 영흥면 내리 1622 1.2.4층,place_not_found,,44.4,네이버 플레이스에서 점포를 찾지 못했습니다. 상호·주소를 확인하거나 place_id로 직접 입력하세요.
095368aa-0861-4113-8312-c1381c2fad34,착한식당,인천 중구 무의동 263,collected,1089015896,38.1,
af53f5aa-7b49-4170-8a66-ed216dcca56a,백운닭칼국수,인천 중구 운서동 3116-6,collected,1692949033,44.9,
260a8418-ab6b-432e-9597-9cc5115aaf15,일소일배,인천 남동구 경원대로 952,collected,1749634913,39.3,
91f1de43-9026-4f8a-9b73-4b1d8c892795,흥성양꼬치 구월점,인천 남동구 구월동 1370-1,collected,1917312569,47.9,
4d4017cf-a1ad-47a1-8f12-07a1c4867e4b,한우집투뿔사위 청라점,"인천 서구 청라동 165-11 A동 26호, 27호 (지하1층 수변공원쪽)",place_not_found,,45.5,네이버 플레이스에서 점포를 찾지 못했습니다. 상호·주소를 확인하거나 place_id로 직접 입력하세요.
56efbd0b-450f-4f94-95b0-e239f9f429d2,서해랑 제부도해상케이블카,경기 화성시 서신면 장외리 618-12,collected,1732803927,36.6,
35a45c3a-ec52-44f2-a1ad-a7b6da58e8db,운연옛날추어탕,인천 남동구 운연동 40-6,collected,2075066685,54.6,
62df6647-505b-4bcf-8076-a90d0e7cc5c4,엄지소곱창,경기 안산시 단원구 초지동 734-5,collected,1293761986,39.6,
a4b0a873-9829-4261-b5dd-e6ee47078342,참나무,인천 서구 왕길동 272-23,collected,2030741780,45.7,
164f2924-7eb1-49d2-8979-942d2fb6b601,보연보살,"인천 남동구 간석로41번길 19  (간석동, 신명빌라)",place_not_found,,44.8,네이버 플레이스에서 점포를 찾지 못했습니다. 상호·주소를 확인하거나 place_id로 직접 입력하세요.
c04d9335-3c75-4872-9065-96e822ed6618,북경성,경기 부천시 부일로233번길 49  (상동),collected,1162336046,38.8,
c7270146-4583-401e-a1a5-eebe573d1508,가보고싶은집,경기 안산시 단원구 대부중앙로 182  (대부동동),collected,1666270460,43.7,
ab940d64-ba63-4112-9b37-14956b5d3dc6,선릉역매운떡볶이 인천시청점,주소 미확인,place_not_found,,45.2,네이버 플레이스에서 점포를 찾지 못했습니다. 상호·주소를 확인하거나 place_id로 직접 입력하세요.
a591732b-e1dc-42c3-8d10-f3ec1d5971f2,테이블에이 앤 로우캣,인천 연수구 송도동 176-5,collected,1395788307,37.6,
bd5e451e-f8c5-48da-a934-15b4fb5ea2d8,명품우렁추어탕,인천 미추홀구 도화동 992-7 1층,place_not_found,,44.6,네이버 플레이스에서 점포를 찾지 못했습니다. 상호·주소를 확인하거나 place_id로 직접 입력하세요.
5f9e5b85-bb20-4371-991b-0c8d2a393e70,원조강뚝꼬치구이 부평점,인천 부평구 부평동 549-44 1층,place_not_found,,44.6,네이버 플레이스에서 점포를 찾지 못했습니다. 상호·주소를 확인하거나 place_id로 직접 입력하세요.
9ed338f5-70fc-4b2a-a32e-56a56da5f84f,834쭈꾸미 선부점,경기 안산시 단원구 달미로 64  (선부동) 상가동 1층 102호,place_not_found,,46.4,네이버 플레이스에서 점포를 찾지 못했습니다. 상호·주소를 확인하거나 place_id로 직접 입력하세요.
d4eeab82-61cc-47a2-9cea-6b14d19b1475,1989감자탕,경기 부천시 상동 610-7,collected,1750225747,39.7,
